iter	Passed	Remaining
560	51490	132076
561	51558	131924
562	51618	131751
563	51715	131673
564	51798	131559
565	51884	131453
566	51969	131343
567	52048	131220
568	52114	131064
569	52200	130960
570	52278	130832
571	52371	130746
572	52468	130668
573	52565	130589
574	52637	130450
575	52719	130334
576	52788	130188
577	52877	130089
578	52933	129911
579	53003	129767
580	53106	129704
581	53211	129647
582	53285	129511
583	53371	129408
584	53447	129280
585	53516	129133
586	53611	129051
587	53697	128948
588	53765	128798
589	53852	128698
590	53942	128604
591	54021	128483
592	54088	128334
593	54154	128183
594	54238	128076
595	54330	127986
596	54421	127896
597	54522	127827
598	54606	127718
599	54682	127593
600	54764	127479
601	54833	127338
602	54913	127219
603	54993	127105
604	55075	126992
605	55163	126894
606	55252	126798
607	55334	126687
608	55418	126578
609	55481	126425
610	55573	126336
611	55642	126195
612	55714	126061
613	55795	125949
614	55877	125837
615	55947	125701
616	56037	125608
617	56114	125486
618	56172	125320
619	56258	125220
620	56324	125073
621	56393	124936
622	56478	124833
623	56574	124755
624	56654	124639
625	56757	124576
626	56820	124424
627	56914	124341
628	56996	124232
629	57074	124113
630	57158	124008
631	57247	123915
632	57312	123768
633	57392	123657
634	57464	123525
635	57569	123466
636	57638	123330
637	57725	123231
638	57813	123137
639	57884	123004
640	57961	122885
641	58028	122744
642	58108	122633
643	58173	122489
644	58263	122398
645	58339	122277
646	58421	122170
647	58479	122012
648	58545	121871
649	58605	121718
650	58658	121552
651	58743	121450
652	58824	121343
653	58917	121259
654	59002	121157
655	59067	121016
656	59123	120856
657	59195	120729
658	59290	120650
659	59360	120519
660	59450	120428
661	59522	120304
662	59615	120220
663	59677	120074
664	59735	119919
665	59798	119776
666	59870	119651
667	59929	119500
668	59999	119370
669	60065	119235
670	60159	119152
671	60236	119039
672	60311	118919
673	60373	118776
674	60470	118702
675	60557	118607
676	60652	118527
677	60738	118431
678	60808	118303
679	60884	118188
680	60966	118083
681	61039	117962
682	61096	117810
683	61166	117682
684	61244	117571
685	61338	117490
686	61436	117418
687	61519	117316
688	61586	117184
689	61675	117093
690	61757	116991
691	61822	116854
692	61886	116717
693	61975	116627
694	62072	116553
695	62139	116422
696	62199	116278
697	62297	116205
698	62363	116073
699	62414	115912
700	62482	115783
701	62559	115672
702	62637	115563
703	62708	115441
704	62783	115324
705	62872	115235
706	62939	115108
707	63011	114986
708	63078	114858
709	63157	114750
710	63217	114608
711	63292	114495
712	63350	114351
713	63415	114218
714	63507	114135
715	63592	114040
716	63658	113910
717	63719	113771
718	63797	113664
719	63879	113563
720	63952	113446
721	64043	113361
722	64108	113231
723	64187	113125
724	64246	112984
725	64318	112867
726	64400	112767
727	64471	112648
728	64545	112534
729	64628	112436
730	64708	112333
731	64765	112188
732	64868	112125
733	64943	112014
734	65034	111929
735	65123	111842
736	65175	111692
737	65241	111565
738	65316	111454
739	65386	111333
740	65448	111200
741	65546	111128
742	65617	111011
743	65699	110911
744	65757	110771
745	65838	110672
746	65901	110541
747	65955	110396
748	66056	110329
749	66139	110233
750	66203	110103
751	66305	110039
752	66384	109936
753	66477	109856
754	66555	109750
755	66624	109629
756	66697	109518
757	66798	109450
758	66871	109337
759	66925	109195
760	66999	109083
761	67073	108972
762	67141	108852
763	67202	108720
764	67264	108591
765	67332	108470
766	67400	108351
767	67473	108238
768	67553	108137
769	67641	108051
770	67700	107916
771	67757	107780
772	67831	107670
773	67908	107565
774	67970	107436
775	68050	107337
776	68121	107223
777	68194	107112
778	68253	106979
779	68321	106861
780	68382	106732
781	68453	106618
782	68523	106504
783	68597	106395
784	68648	106252
785	68749	106185
786	68834	106094
787	68898	105970
788	68975	105867
789	69048	105758
790	69157	105703
791	69227	105589
792	69283	105454
793	69354	105342
794	69447	105263
795	69520	105154
796	69580	105025
797	69645	104904
798	69736	104822
799	69807	104711
800	69863	104576
801	69945	104481
802	70008	104358
803	70076	104243
804	70148	104133
805	70211	104010
806	70283	103900
807	70362	103802
808	70456	103724
809	70539	103632
810	70611	103522
811	70698	103435
812	70766	103321
813	70864	103250
814	70945	103154
815	71029	103062
816	71122	102984
817	71220	102912
818	71304	102821
819	71381	102719
820	71466	102629
821	71548	102535
822	71611	102413
823	71669	102285
824	71742	102178
825	71826	102087
826	71917	102006
827	72005	101920
828	72101	101846
829	72161	101721
830	72225	101602
831	72282	101473
832	72341	101347
833	72399	101220
834	72469	101110
835	72522	100976
836	72600	100877
837	72681	100782
838	72747	100667
839	72835	100582
840	72893	100456
841	72989	100381
842	73067	100283
843	73132	100167
844	73210	100068
845	73289	99971
846	73373	99881
847	73444	99773
848	73538	99696
849	73624	99609
850	73705	99515
851	73769	99398
852	73847	99300
853	73906	99176
854	73994	99091
855	74056	98972
856	74120	98856
857	74199	98759
858	74270	98653
859	74335	98537
860	74408	98433
861	74462	98303
862	74556	98228
863	74623	98115
864	74716	98038
865	74786	97931
866	74848	97812
867	74936	97728
868	75003	97616
869	75066	97500
870	75146	97405
871	75224	97308
872	75306	97216
873	75394	97133
874	75472	97036
875	75542	96928
876	75613	96822
877	75694	96730
878	75772	96633
879	75865	96555
880	75927	96439
881	75991	96324
882	76074	96234
883	76141	96123
884	76205	96010
885	76286	95917
886	76360	95816
887	76449	95734
888	76512	95619
889	76590	95523
890	76664	95422
891	76728	95308
892	76810	95217
893	76870	95099
894	76929	94979
895	76996	94871
896	77058	94755
897	77130	94652
898	77187	94530
899	77246	94412
900	77301	94288
901	77384	94199
902	77459	94101
903	77516	93980
904	77573	93860
905	77662	93778
906	77740	93683
907	77821	93591
908	77884	93478
909	77938	93354
910	78024	93269
911	78097	93168
912	78171	93068
913	78235	92958
914	78297	92844
915	78362	92735
916	78428	92626
917	78496	92520
918	78548	92395
919	78630	92305
920	78708	92211
921	78765	92092
922	78843	91998
923	78898	91877
924	78971	91777
925	79040	91673
926	79131	91594
927	79206	91496
928	79276	91394
929	79331	91273
930	79392	91160
931	79464	91060
932	79560	90986
933	79641	90897
934	79736	90822
935	79831	90748
936	79912	90658
937	79972	90544
938	80042	90441
939	80119	90347
940	80182	90237
941	80263	90147
942	80324	90034
943	80413	89953
944	80486	89854
945	80581	89781
946	80654	89682
947	80737	89594
948	80820	89507
949	80912	89429
950	80996	89343
951	81078	89254
952	81143	89147
953	81225	89058
954	81289	88950
955	81375	88866
956	81441	88759
957	81510	88658
958	81581	88557
959	81653	88458
960	81755	88391
961	81823	88287
962	81879	88171
963	81957	88078
964	82044	87995
965	82123	87903
966	82204	87815
967	82289	87729
968	82375	87646
969	82465	87566
970	82550	87481
971	82632	87392
972	82690	87280
973	82752	87170
974	82817	87064
975	82905	86983
976	82999	86907
977	83064	86801
978	83123	86690
979	83217	86614
980	83299	86526
981	83373	86430
982	83448	86334
983	83517	86233
984	83593	86139
985	83659	86035
986	83744	85950
987	83816	85852
988	83891	85757
989	83942	85638
990	84009	85535
991	84062	85418
992	84135	85321
993	84199	85215
994	84252	85099
995	84344	85021
996	84413	84921
997	84468	84807
998	84543	84712
999	84594	84594
1000	84656	84487
1001	84749	84411
1002	84804	84297
1003	84877	84201
1004	84953	84107
1005	85015	84001
1006	85090	83907
1007	85160	83808
1008	85219	83698
1009	85292	83603
1010	85371	83513
1011	85426	83400
1012	85506	83312
1013	85600	83237
1014	85657	83125
1015	85725	83025
1016	85796	82928
1017	85856	82819
1018	85931	82726
1019	85995	82623
1020	86083	82541
1021	86171	82461
1022	86237	82359
1023	86324	82278
1024	86422	82206
1025	86489	82106
1026	86577	82025
1027	86641	81921
1028	86703	81816
1029	86766	81712
1030	86827	81605
1031	86898	81509
1032	86974	81417
1033	87028	81305
1034	87106	81215
1035	87177	81119
1036	87254	81027
1037	87342	80947
1038	87435	80871
1039	87523	80790
1040	87609	80708
1041	87678	80609
1042	87739	80505
1043	87797	80397
1044	87886	80317
1045	87967	80230
1046	88062	80156
1047	88147	80072
1048	88211	79970
1049	88273	79866
1050	88349	79775
1051	88402	79662
1052	88476	79570
1053	88562	79487
1054	88629	79388
1055	88695	79288
1056	88770	79196
1057	88834	79094
1058	88901	78995
1059	88960	78889
1060	89054	78814
1061	89098	78695
1062	89188	78616
1063	89239	78503
1064	89302	78402
1065	89357	78292
1066	89418	78188
1067	89491	78095
1068	89592	78026
1069	89689	77954
1070	89780	77877
1071	89837	77770
1072	89911	77677
1073	89979	77579
1074	90042	77478
1075	90128	77396
1076	90214	77315
1077	90296	77229
1078	90366	77134
1079	90444	77045
1080	90529	76962
1081	90610	76876
1082	90674	76775
1083	90739	76676
1084	90836	76603
1085	90913	76514
1086	90984	76420
1087	91052	76323
1088	91133	76237
1089	91205	76144
1090	91260	76036
1091	91321	75933
1092	91419	75862
1093	91493	75770
1094	91551	75665
1095	91631	75579
1096	91714	75495
1097	91785	75401
1098	91868	75317
1099	91943	75226
1100	92031	75146
1101	92121	75068
1102	92200	74980
1103	92248	74867
1104	92345	74795
1105	92419	74704
1106	92485	74606
1107	92572	74525
1108	92644	74432
1109	92708	74333
1110	92770	74233
1111	92825	74126
1112	92877	74018
1113	92935	73914
1114	93008	73823
1115	93068	73720
1116	93166	73649
1117	93227	73547
1118	93284	73444
1119	93347	73344
1120	93406	73242
1121	93492	73161
1122	93583	73083
1123	93646	72983
1124	93730	72901
1125	93829	72830
1126	93905	72741
1127	93991	72660
1128	94094	72591
1129	94175	72506
1130	94255	72420
1131	94314	72318
1132	94371	72215
1133	94452	72130
1134	94529	72042
1135	94615	71960
1136	94697	71876
1137	94765	71781
1138	94863	71709
1139	94930	71614
1140	95003	71523
1141	95081	71435
1142	95148	71340
1143	95205	71237
1144	95286	71152
1145	95358	71061
1146	95446	70981
1147	95500	70876
1148	95588	70796
1149	95642	70692
1150	95705	70594
1151	95773	70499
1152	95833	70399
1153	95907	70310
1154	95956	70201
1155	96038	70117
1156	96138	70047
1157	96221	69964
1158	96298	69876
1159	96360	69778
1160	96437	69690
1161	96522	69609
1162	96582	69509
1163	96660	69422
1164	96718	69321
1165	96771	69217
1166	96859	69137
1167	96943	69055
1168	97002	68955
1169	97073	68864
1170	97165	68787
1171	97235	68695
1172	97299	68599
1173	97378	68513
1174	97446	68420
1175	97541	68345
1176	97620	68259
1177	97681	68161
1178	97760	68076
1179	97850	67997
1180	97937	67917
1181	98023	67836
1182	98096	67747
1183	98175	67661
1184	98234	67561
1185	98319	67480
1186	98390	67389
1187	98441	67285
1188	98512	67193
1189	98590	67107
1190	98674	67025
1191	98750	66937
1192	98837	66858
1193	98924	66778
1194	99011	66698
1195	99092	66614
1196	99167	66525
1197	99235	66433
1198	99325	66354
1199	99382	66254
1200	99458	66167
1201	99524	66073
1202	99606	65990
1203	99670	65895
1204	99775	65827
1205	99851	65739
1206	99911	65641
1207	99976	65547
1208	100050	65459
1209	100122	65369
1210	100216	65293
1211	100295	65208
1212	100366	65118
1213	100455	65039
1214	100518	64943
1215	100572	64842
1216	100631	64744
1217	100711	64660
1218	100801	64582
1219	100864	64486
1220	100947	64404
1221	101014	64312
1222	101070	64212
1223	101135	64118
1224	101225	64040
1225	101306	63957
1226	101361	63856
1227	101408	63751
1228	101463	63652
1229	101549	63571
1230	101667	63511
1231	101738	63421
1232	101814	63334
1233	101888	63246
1234	101950	63151
1235	102020	63061
1236	102104	62979
1237	102170	62887
1238	102260	62809
1239	102320	62712
1240	102373	62611
1241	102451	62526
1242	102504	62426
1243	102559	62327
1244	102614	62228
1245	102700	62147
1246	102758	62050
1247	102855	61977
1248	102929	61889
1249	103007	61804
1250	103080	61716
1251	103140	61620
1252	103203	61526
1253	103261	61429
1254	103340	61345
1255	103403	61251
1256	103460	61154
1257	103532	61065
1258	103615	60983
1259	103687	60895
1260	103747	60800
1261	103805	60704
1262	103857	60604
1263	103918	60509
1264	104006	60430
1265	104087	60347
1266	104155	60257
1267	104221	60165
1268	104274	60066
1269	104341	59976
1270	104440	59903
1271	104503	59810
1272	104575	59722
1273	104651	59636
1274	104703	59537
1275	104760	59441
1276	104834	59354
1277	104917	59272
1278	104999	59190
1279	105080	59107
1280	105145	59016
1281	105198	58917
1282	105254	58821
1283	105313	58726
1284	105384	58638
1285	105471	58558
1286	105539	58468
1287	105639	58396
1288	105713	58310
1289	105801	58231
1290	105879	58147
1291	105932	58049
1292	106028	57975
1293	106087	57880
1294	106161	57794
1295	106234	57707
1296	106311	57622
1297	106369	57528
1298	106460	57451
1299	106512	57352
1300	106579	57262
1301	106649	57174
1302	106720	57087
1303	106812	57010
1304	106864	56912
1305	106927	56820
1306	107009	56738
1307	107099	56661
1308	107159	56567
1309	107227	56478
1310	107314	56399
1311	107396	56317
1312	107465	56229
1313	107518	56132
1314	107570	56034
1315	107631	55942
1316	107732	55870
1317	107818	55790
1318	107891	55704
1319	107950	55610
1320	108012	55519
1321	108077	55428
1322	108150	55342
1323	108218	55253
1324	108295	55169
1325	108384	55091
1326	108459	55006
1327	108555	54931
1328	108612	54837
1329	108664	54740
1330	108752	54662
1331	108817	54571
1332	108896	54488
1333	108960	54398
1334	109028	54309
1335	109089	54218
1336	109187	54144
1337	109252	54054
1338	109312	53962
1339	109389	53878
1340	109480	53801
1341	109563	53720
1342	109654	53643
1343	109728	53558
1344	109802	53472
1345	109870	53384
1346	109951	53302
1347	110033	53220
1348	110119	53141
1349	110186	53052
1350	110268	52971
1351	110336	52882
1352	110399	52792
1353	110479	52710
1354	110538	52617
1355	110607	52530
1356	110671	52440
1357	110748	52356
1358	110809	52265
1359	110882	52180
1360	110940	52087
1361	111009	52000
1362	111059	51903
1363	111142	51822
1364	111217	51738
1365	111293	51654
1366	111352	51562
1367	111444	51485
1368	111513	51398
1369	111583	51312
1370	111655	51226
1371	111739	51146
1372	111821	51064
1373	111913	50988
1374	111980	50900
1375	112059	50817
1376	112137	50734
1377	112211	50649
1378	112276	50560
1379	112357	50479
1380	112422	50390
1381	112494	50304
1382	112556	50214
1383	112647	50137
1384	112731	50057
1385	112828	49983
1386	112878	49888
1387	112929	49792
1388	113003	49708
1389	113080	49625
1390	113134	49531
1391	113192	49440
1392	113267	49356
1393	113352	49276
1394	113445	49200
1395	113520	49116
1396	113592	49031
1397	113688	48955
1398	113779	48878
1399	113858	48796
1400	113948	48718
1401	114023	48634
1402	114104	48553
1403	114182	48470
1404	114269	48391
1405	114355	48312
1406	114420	48224
1407	114489	48137
1408	114546	48046
1409	114608	47956
1410	114682	47872
1411	114747	47784
1412	114810	47695
1413	114860	47601
1414	114929	47514
1415	114996	47427
1416	115076	47346
1417	115140	47258
1418	115200	47168
1419	115269	47081
1420	115327	46991
1421	115406	46909
1422	115477	46823
1423	115560	46743
1424	115633	46659
1425	115696	46570
1426	115756	46481
1427	115833	46398
1428	115911	46315
1429	115983	46231
1430	116086	46158
1431	116161	46075
1432	116230	45989
1433	116290	45899
1434	116367	45817
1435	116454	45738
1436	116523	45652
1437	116595	45567
1438	116660	45480
1439	116718	45390
1440	116764	45295
1441	116823	45206
1442	116911	45128
1443	116967	45037
1444	117034	44950
1445	117117	44870
1446	117198	44789
1447	117281	44709
1448	117351	44624
1449	117416	44537
1450	117483	44451
1451	117583	44377
1452	117652	44291
1453	117746	44215
1454	117844	44140
1455	117933	44062
1456	118019	43984
1457	118108	43906
1458	118194	43826
1459	118262	43740
1460	118322	43652
1461	118388	43565
1462	118485	43490
1463	118580	43414
1464	118670	43337
1465	118747	43254
1466	118842	43178
1467	118927	43099
1468	119008	43017
1469	119067	42929
1470	119132	42842
1471	119215	42762
1472	119298	42681
1473	119370	42597
1474	119441	42513
1475	119513	42428
1476	119572	42340
1477	119629	42250
1478	119690	42162
1479	119759	42077
1480	119842	41997
1481	119933	41919
1482	119988	41830
1483	120071	41750
1484	120159	41671
1485	120243	41591
1486	120304	41503
1487	120357	41413
1488	120445	41334
1489	120511	41249
1490	120602	41171
1491	120663	41083
1492	120753	41006
1493	120828	40923
1494	120888	40835
1495	120951	40748
1496	121034	40668
